Signature,Time,Action,From,To,Amount,Decimals,TokenAddress
5SKTrfc5HLSgCFM1TLnYrV6JSbnCiqKS5ALVyHroqcKJZ5dqn9HtMpMkaYVF4GLZJkJGeVf1pgwVLvvjH6ZZQCxq,1718663940,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,maADbn7DP7N5UhnP93KngcNjH8uyB7qwiFHEa3Ko9WX,598221,9,SOL
5SKTrfc5HLSgCFM1TLnYrV6JSbnCiqKS5ALVyHroqcKJZ5dqn9HtMpMkaYVF4GLZJkJGeVf1pgwVLvvjH6ZZQCxq,1718663940,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EWEnCjfSGeWg5C58DBuXM4uECoVaAPCpaFibK1V3B6ei,23928,9,SOL
5SKTrfc5HLSgCFM1TLnYrV6JSbnCiqKS5ALVyHroqcKJZ5dqn9HtMpMkaYVF4GLZJkJGeVf1pgwVLvvjH6ZZQCxq,1718663940,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,CfYXwxCk7Be8u1aHz9yvtX3TjBq3C4R18WVZqazRuYqj,35893,9,SOL
5SKTrfc5HLSgCFM1TLnYrV6JSbnCiqKS5ALVyHroqcKJZ5dqn9HtMpMkaYVF4GLZJkJGeVf1pgwVLvvjH6ZZQCxq,1718663940,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,32hYcE6771ouLz2SQFYpbtYoesnM5JJg1aiFp5fcN4CF,119644,9,SOL
5SKTrfc5HLSgCFM1TLnYrV6JSbnCiqKS5ALVyHroqcKJZ5dqn9HtMpMkaYVF4GLZJkJGeVf1pgwVLvvjH6ZZQCxq,1718663940,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,32hYcE6771ouLz2SQFYpbtYoesnM5JJg1aiFp5fcN4CF,119644,9,SOL
4oLpUEFjSi2yuBebYaWDh1E35wwcm4PTVCwheCN6Kan9t4ZTxf9WvS3DwqGnZSziheYD5c1R3AGZW4U1syhNCWua,1718663924,TRANSFER,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,150573641,9,So11111111111111111111111111111111111111112
4oLpUEFjSi2yuBebYaWDh1E35wwcm4PTVCwheCN6Kan9t4ZTxf9WvS3DwqGnZSziheYD5c1R3AGZW4U1syhNCWua,1718663924,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,341064136011,6,Dd5d5hz24oCVDxNfYarBnFh8dRZ2QoL3oPhY7uv32YVj
4oLpUEFjSi2yuBebYaWDh1E35wwcm4PTVCwheCN6Kan9t4ZTxf9WvS3DwqGnZSziheYD5c1R3AGZW4U1syhNCWua,1718663924,CREATE ACCOUNT,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,FN1RhLFSC6bwfZPxMxRoTdmTzKuECG2Pt4G3MDmTNdCq,2039280,9,SOL
5GtAh9dvS4zP3qcZ4rTZWuW5hS4KRT8nZzskJq1KW9R9yGaXEUyZiKAPbchrdGnLyEWU8UoYQbXX97kgBPxwLvL9,1718663560,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EWEnCjfSGeWg5C58DBuXM4uECoVaAPCpaFibK1V3B6ei,92561,9,SOL
5GtAh9dvS4zP3qcZ4rTZWuW5hS4KRT8nZzskJq1KW9R9yGaXEUyZiKAPbchrdGnLyEWU8UoYQbXX97kgBPxwLvL9,1718663560,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,maADbn7DP7N5UhnP93KngcNjH8uyB7qwiFHEa3Ko9WX,185122,9,SOL
5GtAh9dvS4zP3qcZ4rTZWuW5hS4KRT8nZzskJq1KW9R9yGaXEUyZiKAPbchrdGnLyEWU8UoYQbXX97kgBPxwLvL9,1718663560,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EWEnCjfSGeWg5C58DBuXM4uECoVaAPCpaFibK1V3B6ei,7404,9,SOL
5GtAh9dvS4zP3qcZ4rTZWuW5hS4KRT8nZzskJq1KW9R9yGaXEUyZiKAPbchrdGnLyEWU8UoYQbXX97kgBPxwLvL9,1718663560,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,CfYXwxCk7Be8u1aHz9yvtX3TjBq3C4R18WVZqazRuYqj,11107,9,SOL
5GtAh9dvS4zP3qcZ4rTZWuW5hS4KRT8nZzskJq1KW9R9yGaXEUyZiKAPbchrdGnLyEWU8UoYQbXX97kgBPxwLvL9,1718663560,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,32hYcE6771ouLz2SQFYpbtYoesnM5JJg1aiFp5fcN4CF,37024,9,SOL
5GtAh9dvS4zP3qcZ4rTZWuW5hS4KRT8nZzskJq1KW9R9yGaXEUyZiKAPbchrdGnLyEWU8UoYQbXX97kgBPxwLvL9,1718663560,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,32hYcE6771ouLz2SQFYpbtYoesnM5JJg1aiFp5fcN4CF,37024,9,SOL
5AwjUVVhbW9YrYGJiVRBBjAzrBhwHHz3KszM5pgX7QQU4yhMYzWgntyH2FeoBpwKJ2GQqcPSFgqMzwEN8GjXCJ3P,1718663548,TRANSFER,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,47299089,9,So11111111111111111111111111111111111111112
5AwjUVVhbW9YrYGJiVRBBjAzrBhwHHz3KszM5pgX7QQU4yhMYzWgntyH2FeoBpwKJ2GQqcPSFgqMzwEN8GjXCJ3P,1718663548,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,1022760390681144,9,Gv2Lcxq76j71bxpu5BaXLK1RRZrQPCexEtRjC94abz9i
5AwjUVVhbW9YrYGJiVRBBjAzrBhwHHz3KszM5pgX7QQU4yhMYzWgntyH2FeoBpwKJ2GQqcPSFgqMzwEN8GjXCJ3P,1718663548,CREATE ACCOUNT,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,FN1RhLFSC6bwfZPxMxRoTdmTzKuECG2Pt4G3MDmTNdCq,2039280,9,SOL
4VDosos7h74154643Xck9cwMyK9hSpxL9V3HoEZFDEZ4qNtVmjwX96N6Ceq7nqjSgpPC9eDvHAt6XUftrChsxcr9,1718662619,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EWEnCjfSGeWg5C58DBuXM4uECoVaAPCpaFibK1V3B6ei,250000,9,SOL
